entity1,entity2,edge_thickness,edge_weight
9087,128027,1,0.0
9087,145166,1,0.08969414234161377
9087,147885,1,0.32742273807525635
9087,153149,2,0.32802146673202515
9087,156371,1,0.19523733854293823
9087,168592,1,0.0
9087,170653,1,0.0
9087,191145,1,0.38406217098236084
9087,219599,1,0.3499993085861206
9087,256024,2,0.0
9087,256025,1,0.0
9087,265752,2,0.5260633230209351
9087,317524,1,0.44932693243026733
9087,337689,1,0.0
9087,369040,1,0.0
9087,519775,1,0.0
9087,706186,1,0.2655740976333618
9087,1348330,1,0.0
9087,1771587,1,0.0
9087,2345894,1,0.0
9087,4019188,1,0.0
9087,4095924,1,0.4261436462402344
9087,4848272,1,0.0
9087,6982432,1,0.3681398630142212
9087,18006808,1,0.36601167917251587
9087,18949668,1,0.2696792483329773
9087,19792942,1,0.0018624663352966309
9087,26561880,1,0.0
9087,26563252,1,0.0
9087,37600898,4,0.0
9087,37600900,2,0.0
11542,21748,1,0.5133358836174011
11542,22954,1,0.38606125116348267
11542,24113,1,0.318798303604126
11542,28151,5,0.6303200721740723
11542,28791,1,0.6325808167457581
11542,32070,1,0.20361220836639404
11542,32344,1,0.0
11542,49139,1,0.6612821221351624
11542,51490,1,0.5437324643135071
11542,51885,2,0.47347360849380493
11542,53451,1,0.6218245029449463
11542,70603,1,0.3714805841445923
11542,77697,1,0.3843764066696167
11542,99860,2,0.7028630971908569
11542,102883,1,0.2999609112739563
11542,105070,1,0.3813350200653076
11542,128027,1,0.0
11542,145166,1,0.33306699991226196
11542,147885,1,0.5708091259002686
11542,153149,2,0.48522692918777466
11542,156371,1,0.6821473836898804
11542,168592,1,0.4956957697868347
11542,170653,1,0.5327941179275513
11542,191145,1,0.5599966049194336
11542,219599,1,0.0
11542,256024,2,0.5142480731010437
11542,256025,1,0.3409234881401062
11542,265752,2,0.4235766530036926
11542,317524,1,0.0
11542,337689,1,0.2929363250732422
11542,369040,1,0.0
11542,519775,1,0.7218482494354248
11542,706186,1,0.29446035623550415
11542,1348330,1,0.372175931930542
11542,1771587,1,0.13404983282089233
11542,2345894,1,0.4901912212371826
11542,4019188,1,0.5267789363861084
11542,4095924,1,0.326121985912323
11542,4848272,1,0.22392600774765015
11542,6982432,1,0.34746289253234863
11542,18006808,1,0.0
11542,18949668,1,0.40265053510665894
11542,19792942,1,0.22134840488433838
11542,26561880,1,0.4248002767562866
11542,26563252,1,0.0
11542,37600898,4,0.4461144208908081
11542,37600900,2,0.40976738929748535
21748,22954,1,0.4407731294631958
21748,24113,1,0.1921970248222351
21748,28151,5,0.5160335302352905
21748,28791,1,0.4894717335700989
21748,32070,1,0.10315626859664917
21748,32344,1,0.0
21748,49139,1,0.48092687129974365
21748,51490,1,0.5452429056167603
21748,51885,2,0.528721272945404
21748,53451,1,0.5212720036506653
21748,70603,1,0.48735272884368896
21748,77697,1,0.15762799978256226
21748,99860,2,0.3077613115310669
21748,102883,1,0.4896201491355896
21748,105070,1,0.4558778405189514
21748,128027,1,0.24282801151275635
21748,145166,1,0.1290503740310669
21748,147885,1,0.5119279623031616
21748,153149,2,0.2886682152748108
21748,156371,1,0.4354051947593689
21748,168592,1,0.457810640335083
21748,170653,1,0.45261985063552856
21748,191145,1,0.5402003526687622
21748,219599,1,0.4371487498283386
21748,256024,2,0.11959367990493774
21748,256025,1,0.1970619559288025
21748,265752,2,0.22911196947097778
21748,317524,1,0.0
21748,337689,1,0.24486172199249268
21748,369040,1,0.3463466763496399
21748,519775,1,0.417044460773468
21748,706186,1,0.26048511266708374
21748,1348330,1,0.37235021591186523
21748,1771587,1,0.05691331624984741
21748,2345894,1,0.26174259185791016
21748,4019188,1,0.40124422311782837
21748,4095924,1,0.4340372681617737
21748,4848272,1,0.39664870500564575
21748,6982432,1,0.5044969320297241
21748,18006808,1,0.5073115825653076
21748,18949668,1,0.3881595730781555
21748,19792942,1,0.0
21748,26561880,1,0.38996952772140503
21748,26563252,1,0.0
21748,37600898,4,0.14322710037231445
21748,37600900,2,0.28103506565093994
22954,24113,1,0.06856858730316162
22954,28151,5,0.5131403803825378
22954,28791,1,0.3864184617996216
22954,32070,1,0.0
22954,32344,1,0.0
22954,49139,1,0.36552613973617554
22954,51490,1,0.6086832284927368
22954,51885,2,0.3733479380607605
22954,53451,1,0.4787667393684387
22954,70603,1,0.6917848587036133
22954,77697,1,0.2968694567680359
22954,99860,2,0.32374411821365356
22954,102883,1,0.7037079334259033
22954,105070,1,0.34555888175964355
22954,128027,1,0.37007439136505127
22954,145166,1,0.13181698322296143
22954,147885,1,0.5186882019042969
22954,153149,2,0.3277943730354309
22954,156371,1,0.31630373001098633
22954,168592,1,0.45713067054748535
22954,170653,1,0.47999972105026245
22954,191145,1,0.6004511117935181
22954,219599,1,0.4802525043487549
22954,256024,2,0.0
22954,256025,1,0.28278905153274536
22954,265752,2,0.41497308015823364
22954,317524,1,0.48812198638916016
22954,337689,1,0.3354254364967346
22954,369040,1,0.4956393837928772
22954,519775,1,0.3706485629081726
22954,706186,1,0.32865965366363525
22954,1348330,1,0.5194767713546753
22954,1771587,1,0.22188526391983032
22954,2345894,1,0.21297377347946167
22954,4019188,1,0.24530255794525146
22954,4095924,1,0.6946583986282349
22954,4848272,1,0.11524760723114014
22954,6982432,1,0.7166375517845154
22954,18006808,1,0.4180431365966797
22954,18949668,1,0.5060219764709473
22954,19792942,1,0.05187225341796875
22954,26561880,1,0.22406578063964844
22954,26563252,1,0.0
22954,37600898,4,0.15866059064865112
22954,37600900,2,0.20229727029800415
24113,28151,5,0.21239733695983887
24113,28791,1,0.29581570625305176
24113,32070,9,0.64420485496521
24113,32344,1,0.0
24113,49139,1,0.20074814558029175
24113,51490,1,0.22164195775985718
24113,51885,2,0.23318183422088623
24113,53451,1,0.2837008833885193
24113,70603,1,0.0
24113,77697,9,0.20550674200057983
24113,99860,9,0.28169918060302734
24113,102883,1,0.04369187355041504
24113,105070,1,0.12100255489349365
24113,128027,1,0.03880792856216431
24113,145166,8,0.0894891619682312
24113,147885,10,0.2294430136680603
24113,153149,2,0.2779765725135803
24113,156371,1,0.26389163732528687
24113,168592,1,0.2682601809501648
24113,170653,1,0.1748235821723938
24113,191145,1,0.16139334440231323
24113,219599,1,0.1151430606842041
24113,256024,2,0.5460686683654785
24113,256025,1,0.23638439178466797
24113,265752,2,0.02562612295150757
24113,317524,1,0.0
24113,337689,1,0.20738548040390015
24113,369040,1,0.17021965980529785
24113,519775,1,0.33951330184936523
24113,706186,1,0.2484680414199829
24113,1348330,1,0.12012219429016113
24113,1771587,1,0.12129610776901245
24113,2345894,1,0.5381465554237366
24113,4019188,1,0.1883697509765625
24113,4095924,1,0.11577236652374268
24113,4848272,66,0.4828108549118042
24113,6982432,1,0.0230368971824646
24113,18006808,1,0.0
24113,18949668,9,0.21845746040344238
24113,19792942,1,0.40273815393447876
24113,26561880,2,0.34026187658309937
24113,26563252,1,0.16124343872070312
24113,37600898,6,0.4221583604812622
24113,37600900,2,0.3983116149902344
28151,28151,11,1.0
28151,28791,5,0.5996915698051453
28151,32070,5,0.067283034324646
28151,32344,5,0.0
28151,49139,5,0.710952877998352
28151,51490,5,0.6781788468360901
28151,51885,10,0.48617905378341675
28151,53451,5,0.6311132907867432
28151,70603,5,0.5457810163497925
28151,77697,5,0.5096461176872253
28151,99860,10,0.5191370248794556
28151,102883,5,0.49480730295181274
28151,105070,5,0.5114807486534119
28151,128027,5,0.0
28151,145166,5,0.42172902822494507
28151,147885,5,0.6935889720916748
28151,153149,12,0.5931874513626099
28151,156371,5,0.589834451675415
28151,168592,5,0.628887414932251
28151,170653,5,0.6753220558166504
28151,191145,5,0.5858084559440613
28151,219599,5,0.5562676191329956
28151,256024,10,0.33793050050735474
28151,256025,5,0.0
28151,265752,10,0.46422505378723145
28151,317524,5,0.4045776128768921
28151,337689,5,0.3664868474006653
28151,369040,5,0.0
28151,519775,5,0.529732882976532
28151,706186,5,0.4986327886581421
28151,1348330,5,0.0
28151,1771587,5,0.29524165391921997
28151,2345894,5,0.3702118992805481
28151,4019188,5,0.5249523520469666
28151,4095924,5,0.5557799339294434
28151,4848272,9,0.18755435943603516
28151,6982432,5,0.5519869327545166
28151,18006808,5,0.4310497045516968
28151,18949668,5,0.5235661864280701
28151,19792942,5,0.18501532077789307
28151,26561880,5,0.49807608127593994
28151,26563252,5,0.4517001509666443
28151,37600898,22,0.0
28151,37600900,10,0.31016987562179565
28791,32070,1,0.09959286451339722
28791,32344,1,0.0
28791,49139,1,0.43096280097961426
28791,51490,1,0.5706936120986938
28791,51885,2,0.4192681908607483
28791,53451,1,0.5521494150161743
28791,70603,1,0.3740944266319275
28791,77697,1,0.3463863134384155
28791,99860,2,0.5911903977394104
28791,102883,1,0.3788958191871643
28791,105070,1,0.29394078254699707
28791,128027,1,0.0
28791,145166,1,0.3559646010398865
28791,147885,1,0.5365806818008423
28791,153149,2,0.44311654567718506
28791,156371,1,0.5808194279670715
28791,168592,1,0.6109246015548706
28791,170653,1,0.49318164587020874
28791,191145,1,0.5358107089996338
28791,219599,1,0.4602014422416687
28791,256024,2,0.3744223713874817
28791,256025,1,0.23497623205184937
28791,265752,2,0.3521527647972107
28791,317524,1,0.0
28791,337689,1,0.2724127173423767
28791,369040,1,0.3789209723472595
28791,519775,1,0.6118797659873962
28791,706186,1,0.42990416288375854
28791,1348330,1,0.2712525725364685
28791,1771587,1,0.1601933240890503
28791,2345894,1,0.3976059556007385
28791,4019188,1,0.5252348184585571
28791,4095924,1,0.43124812841415405
28791,4848272,1,0.0
28791,6982432,1,0.3431971073150635
28791,18006808,1,0.24160218238830566
28791,18949668,1,0.39817941188812256
28791,19792942,1,0.19810456037521362
28791,26561880,1,0.40329837799072266
28791,26563252,1,0.0
28791,37600898,4,0.18592369556427002
28791,37600900,2,0.23090416193008423
32070,32344,1,0.0
32070,49139,1,0.14835220575332642
32070,51490,1,0.14889681339263916
32070,51885,2,0.2004590630531311
32070,53451,1,0.06782716512680054
32070,70603,1,0.010432839393615723
32070,77697,2,0.060638606548309326
32070,99860,6,0.22018194198608398
32070,102883,1,0.024555206298828125
32070,105070,1,0.0
32070,128027,1,0.0
32070,145166,1,0.0
32070,147885,3,0.04425764083862305
32070,153149,2,0.1578698754310608
32070,156371,1,0.10560846328735352
32070,168592,1,0.18243831396102905
32070,170653,1,0.0
32070,191145,1,0.0428088903427124
32070,219599,1,0.06398576498031616
32070,256024,2,0.476931631565094
32070,256025,1,0.23535048961639404
32070,265752,2,0.0
32070,317524,1,0.0
32070,337689,1,0.2105313539505005
32070,369040,1,0.0
32070,519775,1,0.2873624563217163
32070,706186,1,0.18357640504837036
32070,1348330,1,0.0
32070,1771587,1,0.09865319728851318
32070,2345894,1,0.4645073413848877
32070,4019188,1,0.06238764524459839
32070,4095924,1,0.011579334735870361
32070,4848272,17,0.43488913774490356
32070,6982432,1,0.04288142919540405
32070,18006808,1,0.04527854919433594
32070,18949668,3,0.15661472082138062
32070,19792942,1,0.4233796000480652
32070,26561880,1,0.3618203401565552
32070,26563252,1,0.14653337001800537
32070,37600898,5,0.4233591556549072
32070,37600900,2,0.44981276988983154
32344,49139,1,0.0
32344,51490,1,0.0
32344,51885,2,0.0
32344,53451,1,0.0
32344,70603,1,0.25307345390319824
32344,77697,1,0.0
32344,99860,2,0.0
32344,102883,1,0.27767854928970337
32344,105070,1,0.0
32344,128027,1,0.0
32344,145166,1,0.0
32344,147885,1,0.0
32344,153149,2,0.0
32344,156371,1,0.0
32344,168592,1,0.0
32344,170653,1,0.0
32344,191145,1,0.0
32344,219599,1,0.0
32344,256024,2,0.0
32344,256025,1,0.0
32344,265752,2,0.45372653007507324
32344,317524,1,0.0
32344,337689,1,0.0
32344,369040,1,0.0
32344,519775,1,0.0
32344,706186,1,0.0
32344,1348330,1,0.3861793279647827
32344,1771587,1,0.0
32344,2345894,1,0.0
32344,4019188,1,0.0
32344,4095924,1,0.0
32344,4848272,1,0.0
32344,6982432,1,0.3184506297111511
32344,18006808,1,0.0
32344,18949668,1,0.1211014986038208
32344,19792942,1,0.0
32344,26561880,1,0.0
32344,26563252,1,0.0
32344,37600898,4,0.0
32344,37600900,2,0.0
49139,51490,1,0.5804557800292969
49139,51885,2,0.43159347772598267
49139,53451,1,0.5176858901977539
49139,70603,1,0.38170748949050903
49139,77697,1,0.27520447969436646
49139,99860,2,0.4018818140029907
49139,102883,1,0.19658184051513672
49139,105070,1,0.4512624740600586
49139,128027,1,0.0
49139,145166,1,0.2001693844795227
49139,147885,1,0.558653712272644
49139,153149,2,0.607663631439209
49139,156371,1,0.5732330083847046
49139,168592,1,0.608483076095581
49139,170653,1,0.6081629991531372
49139,191145,1,0.6375404000282288
49139,219599,1,0.3819620609283447
49139,256024,2,0.25428134202957153
49139,256025,1,0.0
49139,265752,2,0.4471973776817322
49139,317524,1,0.0
49139,337689,1,0.303098201751709
49139,369040,1,0.415685772895813
49139,519775,1,0.45162880420684814
49139,706186,1,0.37109774351119995
49139,1348330,1,0.0
49139,1771587,1,0.11247628927230835
49139,2345894,1,0.33272838592529297
49139,4019188,1,0.4044703245162964
49139,4095924,1,0.4695777893066406
49139,4848272,1,0.2045915722846985
49139,6982432,1,0.381364643573761
49139,18006808,1,0.0
49139,18949668,1,0.3597724437713623
49139,19792942,1,0.06668847799301147
49139,26561880,1,0.46109455823898315
49139,26563252,1,0.0
49139,37600898,4,0.3152197599411011
49139,37600900,2,0.381034255027771
51490,51885,2,0.5023376941680908
51490,53451,1,0.5456693172454834
51490,70603,1,0.6814968585968018
51490,77697,1,0.5052944421768188
51490,99860,2,0.524371325969696
51490,102883,1,0.6767553091049194
51490,105070,1,0.6026962995529175
51490,128027,1,0.0
51490,145166,1,0.3911738991737366
51490,147885,1,0.6297419667243958
51490,153149,2,0.5699020028114319
51490,156371,1,0.4552012085914612
51490,168592,1,0.8703200221061707
51490,170653,1,0.6456372737884521
51490,191145,1,0.6863657236099243
51490,219599,1,0.6465440988540649
51490,256024,2,0.45674699544906616
51490,256025,1,0.5416093468666077
51490,265752,2,0.4584925174713135
51490,317524,1,0.5285347700119019
51490,337689,1,0.27484411001205444
51490,369040,1,0.5743294954299927
51490,519775,1,0.5378564596176147
51490,706186,1,0.7234510183334351
51490,1348330,1,0.4947385787963867
51490,1771587,1,0.41380345821380615
51490,2345894,1,0.4563201069831848
51490,4019188,1,0.49325281381607056
51490,4095924,1,0.6907061338424683
51490,4848272,1,0.20593184232711792
51490,6982432,1,0.7138968706130981
51490,18006808,1,0.6883763670921326
51490,18949668,1,0.5857142806053162
51490,19792942,1,0.191264808177948
51490,26561880,1,0.3939456343650818
51490,26563252,1,0.0
51490,37600898,4,0.4992600083351135
51490,37600900,2,0.45283275842666626
51885,51885,1,1.0
51885,53451,2,0.47475749254226685
51885,70603,2,0.45870333909988403
51885,77697,2,0.22545945644378662
51885,99860,4,0.3945796489715576
51885,102883,2,0.5277271270751953
51885,105070,2,0.40999579429626465
51885,128027,2,0.28978586196899414
51885,145166,2,0.05845010280609131
51885,147885,2,0.4966222047805786
51885,153149,4,0.3570796847343445
51885,156371,2,0.37915199995040894
51885,168592,2,0.5234413743019104
51885,170653,2,0.4357187747955322
51885,191145,2,0.4686095118522644
51885,219599,2,0.46391236782073975
51885,256024,4,0.44708436727523804
51885,256025,2,0.3815837502479553
51885,265752,4,0.43562859296798706
51885,317524,2,0.38102513551712036
51885,337689,2,0.3313199281692505
51885,369040,2,0.0
51885,519775,2,0.39337849617004395
51885,706186,2,0.4791731834411621
51885,1348330,2,0.44421184062957764
51885,1771587,2,0.2686063051223755
51885,2345894,2,0.4850146770477295
51885,4019188,2,0.4250476360321045
51885,4095924,2,0.5633240938186646
51885,4848272,2,0.3381843566894531
51885,6982432,2,0.410506010055542
51885,18006808,2,0.2925562858581543
51885,18949668,2,0.3437618017196655
51885,19792942,2,0.2534624934196472
51885,26561880,2,0.44150859117507935
51885,26563252,2,0.0
51885,37600898,8,0.38468605279922485
51885,37600900,4,0.41950899362564087
53451,70603,1,0.47300100326538086
53451,77697,1,0.35688161849975586
53451,99860,2,0.5608782768249512
53451,102883,1,0.4760228395462036
53451,105070,1,0.41334205865859985
53451,128027,1,0.0
53451,145166,1,0.22660332918167114
53451,147885,1,0.6799769401550293
53451,153149,2,0.4031304717063904
53451,156371,1,0.7038528919219971
53451,168592,1,0.49092501401901245
53451,170653,1,0.5149257183074951
53451,191145,1,0.5000861883163452
53451,219599,1,0.0
53451,256024,2,0.3548128604888916
53451,256025,1,0.0
53451,265752,2,0.34144526720046997
53451,317524,1,0.0
53451,337689,1,0.27084672451019287
53451,369040,1,0.0
53451,519775,1,0.6084383130073547
53451,706186,1,0.3201082944869995
53451,1348330,1,0.39935314655303955
53451,1771587,1,0.2682572603225708
53451,2345894,1,0.3871075510978699
53451,4019188,1,0.5411539673805237
53451,4095924,1,0.46860361099243164
53451,4848272,1,0.201554536819458
53451,6982432,1,0.43377870321273804
53451,18006808,1,0.0
53451,18949668,1,0.35057705640792847
53451,19792942,1,0.11845207214355469
53451,26561880,1,0.4532855749130249
53451,26563252,1,0.0
53451,37600898,4,0.28813308477401733
53451,37600900,2,0.24144995212554932
70603,77697,1,0.2760041356086731
70603,99860,2,0.3628401756286621
70603,102883,1,0.7623860239982605
70603,105070,1,0.5645120143890381
70603,128027,1,0.3880225419998169
70603,145166,1,0.1543709635734558
70603,147885,1,0.5603204965591431
70603,153149,2,0.33629363775253296
70603,156371,1,0.22756922245025635
70603,168592,1,0.44867706298828125
70603,170653,1,0.5530320405960083
70603,191145,1,0.6589944958686829
70603,219599,1,0.5298701524734497
70603,256024,2,0.2795611619949341
70603,256025,1,0.0
70603,265752,2,0.43954598903656006
70603,317524,1,0.5736229419708252
70603,337689,1,0.426089882850647
70603,369040,1,0.5473302602767944
70603,519775,1,0.3504903316497803
70603,706186,1,0.0
70603,1348330,1,0.5514564514160156
70603,1771587,1,0.13607758283615112
70603,2345894,1,0.40425944328308105
70603,4019188,1,0.0
70603,4095924,1,0.7143568992614746
70603,4848272,1,0.0
70603,6982432,1,0.8929596543312073
70603,18006808,1,0.649192750453949
70603,18949668,1,0.4968692660331726
70603,19792942,1,0.11335790157318115
70603,26561880,1,0.3316536545753479
70603,26563252,1,0.0
70603,37600898,4,0.26007652282714844
70603,37600900,2,0.0
77697,99860,3,0.34141451120376587
77697,102883,1,0.2774044871330261
77697,105070,1,0.3217674493789673
77697,128027,1,0.0
77697,145166,1,0.6834242939949036
77697,147885,3,0.3530617952346802
77697,153149,2,0.7653098106384277
77697,156371,1,0.34439557790756226
77697,168592,1,0.4090772867202759
77697,170653,1,0.37353843450546265
77697,191145,1,0.26071542501449585
77697,219599,1,0.45878589153289795
77697,256024,2,0.23276591300964355
77697,256025,1,0.3301679491996765
77697,265752,2,0.16971749067306519
77697,317524,1,0.40392976999282837
77697,337689,1,0.19806724786758423
77697,369040,1,0.3626306653022766
77697,519775,1,0.2820759415626526
77697,706186,1,0.3645249605178833
77697,1348330,1,0.3619304299354553
77697,1771587,1,0.3414698839187622
77697,2345894,1,0.0
77697,4019188,1,0.2193712592124939
77697,4095924,1,0.2683558464050293
77697,4848272,10,0.0
77697,6982432,1,0.3530281186103821
77697,18006808,1,0.26457101106643677
77697,18949668,3,0.6450846195220947
77697,19792942,1,0.10930252075195312
77697,26561880,1,0.2798463702201843
77697,26563252,1,0.32635003328323364
77697,37600898,10,0.16457128524780273
77697,37600900,2,0.2582821249961853
99860,99860,1,1.0
99860,102883,2,0.37783849239349365
99860,105070,2,0.44565099477767944
99860,128027,2,0.0
99860,145166,2,0.3129678964614868
99860,147885,2,0.5246164798736572
99860,153149,4,0.4399570822715759
99860,156371,2,0.5131790637969971
99860,168592,2,0.46603864431381226
99860,170653,2,0.4409891963005066
99860,191145,2,0.4078593850135803
99860,219599,2,0.4192834496498108
99860,256024,4,0.37351512908935547
99860,256025,2,0.0
99860,265752,4,0.5217493772506714
99860,317524,2,0.3855662941932678
99860,337689,2,0.4277244210243225
99860,369040,2,0.4273136258125305
99860,519775,4,0.7341862916946411
99860,706186,2,0.4289579391479492
99860,1348330,2,0.0
99860,1771587,2,0.12648457288742065
99860,2345894,2,0.3730228543281555
99860,4019188,2,0.34292513132095337
99860,4095924,2,0.45458388328552246
99860,4848272,15,0.3198188543319702
99860,6982432,2,0.37115585803985596
99860,18006808,2,0.38097089529037476
99860,18949668,2,0.3844362497329712
99860,19792942,2,0.1221921443939209
99860,26561880,2,0.4303188920021057
99860,26563252,2,0.0
99860,37600898,8,0.33046096563339233
99860,37600900,4,0.3613901734352112
102883,105070,1,0.5900311470031738
102883,128027,1,0.46906155347824097
102883,145166,1,0.048824965953826904
102883,147885,1,0.5785302519798279
102883,153149,2,0.2704622149467468
102883,156371,1,0.3128787875175476
